stfips,county_name,state,fips,cat_rucc,a_teca_ln,a_112tca_ln,a_dbcp_ln,a_tdi_ln,a_2clacephen_ln,a_2np_ln,a_pnp_ln,a_ch3cn_ln,a_acetophenone_ln,a_acrolein_ln,a_acrylic_acid_ln,a_c3h3n_ln,a_sb_ln,a_benzidine_ln,a_benzyl_cl_ln,a_be_ln,a_biphenyl_ln,a_dehp_ln,a_bromoform_ln,a_cd_ln,a_cs2_ln,a_ccl4,a_cs_ln,a_cl_ln,a_c6h5cl_ln,a_chloroform_ln,a_chloroprene_ln,a_cr_ln,a_cresol_ln,a_cumene_ln,a_cn_ln,a_dbp_ln,a_diesel_ln,a_dmf_ln,a_me2_phthalate_ln,a_me2so4_ln,a_ech_ln,a_etacrylate_ln,a_etcl_ln,a_edb_ln,a_edc_ln,a_egly_ln,a_eox_ln,a_edcl2_ln,a_glycol_ethers_ln,a_hcb_ln,a_hcbd_ln,a_hccpd_ln,a_hexane_ln,a_n2h2_ln,a_hcl_ln,a_isophorone_ln,a_pb_ln,a_mn_ln,a_hg_ln,a_meoh_ln,a_mibk_ln,a_mma_ln,a_mecl_ln,a_mehydrazine_ln,a_mtbe_ln,a_nitrobenzene_ln,a_dma_ln,a_otoluidine_ln,a_pahpom_ln,a_pcp_ln,a_ph3_ln,a_p_ln,a_pcbs_ln,a_procl2_ln,a_proo_ln,a_quinoline_ln,a_se_ln,a_stryene_ln,a_cl4c2_ln,a_toluene_ln,a_c2hcl3_ln,a_etn_ln,a_vyac_ln,a_vycl_ln,a_11dce_ln,a_pm10_mean_ln,a_pm25_mean,a_so2_mean_ln,a_no2_mean_ln,a_o3_mean_ln,a_co_mean_ln,countyname,state_name
13109,Evans County,GA,13109,3,-5.959504,-16.76123,-13.04862,-9.550446,-31.70556,-18.20648,-11.77342,-11.13518,-12.47972,-3.316647,-17.95413,-6.632146,-18.29832,-18.48789,-14.87893,-10.92155,-11.47575,-0.2168227,-27.31621,-9.646343,-8.568284,0.4967232,-10.82936,-13.98089,-10.51024,-2.646003,-13.87334,-8.20394,-6.894026,-7.861037,-4.438617,-11.50927,-1.709769,-9.503426,-12.52959,-16.67995,-15.45558,-16.41426,-12.35053,-8.496197,-5.645339,-3.821086,-5.905613,-11.35215,-5.1444,-14.91492,-17.26779,-17.49101,-2.830816,-14.88761,-0.3770798,-17.99483,-6.990285,-7.36498,-7.192496,-3.263427,-2.793966,-10.52156,0.2249351,-15.81609,-3.103176,-15.09289,-11.32905,-17.4152,-5.140916,-14.31666,-8.474294,-30.44861,-8.40505,-7.263865,-9.260701,-13.99581,-11.59022,-4.941216,-3.344943,-1.03771,-3.896959,-10.73771,-10.06337,-9.597548,-10.8737,10.47851,11.60809,4.34773,6.182909,8.408839,6.381185,Evans County,Georgia
13111,Fannin County,GA,13111,4,-5.61837,-16.64444,-13.49144,-9.522746,-20.78689,-18.298,-11.91094,-11.22267,-12.63096,-3.916605,-15.64943,-4.917408,-17.55351,-18.48789,-14.78667,-10.77421,-11.06284,-0.2164226,-19.07184,-9.898046,-8.665058,0.4969926,-14.02881,-5.367479,-10.5457,-2.603541,-13.92756,-8.808941,-7.037868,-7.299068,-4.363888,-11.7476,-1.242577,-9.447964,-12.80382,-16.65399,-15.54632,-15.01458,-9.319775,-7.65351,-5.53252,-3.975836,-5.67655,-13.30947,-6.420795,-14.8493,-17.35797,-17.58118,-3.149862,-15.18511,-1.235229,-15.82241,-6.931323,-7.482107,-7.176006,-3.476249,-4.385346,-10.6634,0.2238303,-17.5993,-3.868847,-15.18451,-11.42947,-17.52983,-5.093885,-13.96137,-9.10418,-30.44861,-8.366092,-6.597202,-9.537234,-11.83681,-11.55729,-4.452084,-3.385032,-1.153073,-3.074252,-10.81447,-9.796225,-10.89758,-11.00976,11.83021,12.94328,5.289045,6.799477,8.763981,6.452662,Fannin County,Georgia
13113,Fayette County,GA,13113,1,-4.27135,-14.18822,-13.5417,-6.779993,-15.52127,-16.40449,-10.10162,-9.306158,-10.79666,-2.695546,-13.05672,-4.929187,-11.36537,-18.48789,-11.15815,-10.42461,-9.916284,-0.216674,-13.80361,-8.979604,-6.744397,0.4970244,-10.43644,-7.251838,-8.7268,-2.397401,-11.86662,-7.280578,-5.259751,-6.12927,-2.941785,-9.682678,-0.3556381,-7.475892,-9.676299,-13.35104,-13.65355,-12.84629,-9.623216,-5.571535,-4.606168,-1.895581,-5.433811,-8.584662,-4.11424,-13.98546,-15.46557,-15.68866,-1.735202,-15.57659,0.7009172,-11.06155,-6.101471,-7.388971,-7.173642,-1.372015,-1.829136,-8.534868,0.2623952,-12.89182,-3.365417,-13.29094,-9.526151,-15.5124,-4.524938,-13.41896,-8.819079,-30.44861,-8.136489,-5.36862,-7.330781,-11.49712,-9.632185,-2.98591,-2.614612,0.7199697,-3.056548,-8.86073,-8.152747,-4.791519,-8.991023,18.96661,13.411,4.260278,6.256036,8.666633,4.759934,Fayette County,Georgia
13115,Floyd County,GA,13115,1,-4.237265,-14.10204,-13.58674,-6.791392,-14.6446,-16.22502,-10.21664,-9.143287,-10.8913,-2.948004,-10.72047,-4.495116,-9.717949,-18.48789,-10.36172,-10.32468,-9.882733,-0.2166034,-12.92694,-8.695427,-6.602985,0.5002733,-11.60914,-11.65043,-8.682915,-2.275671,-11.68452,-6.787906,-6.121068,-6.364937,-3.135209,-9.900315,-0.662091,-7.5636,-10.89466,-12.59142,-13.47986,-12.11441,-10.68669,-5.44022,-4.536483,-1.368366,-5.574531,-10.93086,-4.001062,-13.9867,-15.29915,-15.5222,-1.648428,-14.42772,1.052885,-10.22596,-6.059856,-6.732886,-7.15146,-0.858568,-1.281601,-8.268528,0.235125,-11.276,-2.270767,-13.1113,-9.284733,-14.96783,-4.195555,-13.14539,-9.159481,-30.44861,-8.151875,-5.318373,-7.78163,-11.07229,-9.014951,-3.278707,-2.870512,0.4646919,-2.813195,-9.102793,-8.354118,-4.767261,-8.931062,18.3445,14.30363,4.634399,6.081553,7.769613,5.181801,Floyd County,Georgia
13117,Forsyth County,GA,13117,1,-4.565442,-14.0144,-13.49271,-6.37466,-18.41183,-16.18573,-9.967278,-9.117092,-10.67477,-2.7091,-11.26513,-4.979247,-15.19347,-18.48789,-12.6323,-10.55696,-9.752486,-0.2165612,-16.69416,-8.89971,-6.550508,0.4970777,-11.80664,-11.22213,-8.625854,-2.309498,-11.67914,-6.819068,-5.070525,-6.092045,-2.833436,-9.652257,-0.3442264,-7.612307,-10.61984,-13.3363,-10.96848,-10.8245,-10.93856,-6.211793,-4.829712,-1.684826,-5.365396,-9.89612,-4.459919,-13.75681,-15.24587,-15.46893,-1.542668,-15.31199,0.8454878,-13.95302,-6.31595,-7.342049,-7.174162,-1.420227,-1.946566,-8.573738,0.2574688,-12.13596,-3.091276,-13.07217,-9.302854,-15.26884,-4.432193,-13.20229,-8.9789,-30.44861,-8.048546,-5.636763,-7.341138,-11.80051,-10.18318,-3.042712,-2.418073,0.8164901,-2.871626,-8.864831,-8.066544,-5.655404,-8.875347,12.16907,13.23862,4.948866,6.618849,8.743936,5.845365,Forsyth County,Georgia
13119,Franklin County,GA,13119,4,-5.63129,-14.88773,-13.35821,-7.634566,-31.70556,-17.57085,-11.29698,-10.47188,-10.92715,-3.395256,-13.94906,-5.355715,-10.30257,-18.48789,-14.23822,-10.86667,-10.28083,-0.2164534,-27.31621,-9.554034,-7.755356,0.4967677,-10.17337,-8.6505,-9.469656,-2.595341,-12.8889,-7.792775,-6.248479,-7.566066,-3.911941,-9.781571,-1.086185,-6.902736,-12.20965,-16.02321,-14.32377,-14.99719,-8.497516,-7.854326,-5.51243,-2.862319,-5.315686,-8.500593,-4.700533,-14.48423,-16.62551,-16.84863,-2.347671,-14.13902,-0.1731796,-12.13966,-6.987839,-7.314495,-7.189809,-2.381998,-3.043293,-10.36302,0.2276165,-27.10555,-2.995045,-14.4572,-10.73578,-17.06845,-4.860505,-13.6889,-8.582799,-30.44861,-8.304998,-6.638531,-8.752378,-12.52033,-11.19479,-4.316022,-3.255339,-0.3816329,-3.003025,-10.07624,-9.711041,-7.739969,-9.885833,10.8751,12.49162,6.120319,6.549613,8.649105,6.4805,Franklin County,Georgia
13121,Fulton County,GA,13121,1,-3.646559,-12.32463,-13.54324,-4.790863,-16.02093,-15.20139,-8.412337,-8.101125,-9.139704,-1.932517,-9.763636,-4.702332,-11.69235,-18.48789,-11.13511,-9.995935,-8.538377,-0.2162426,-14.30327,-8.255424,-5.54981,0.4977585,-9.365907,-8.646961,-7.612471,-1.985202,-10.40593,-6.278625,-4.536563,-5.568639,-2.206938,-8.38812,0.6174949,-6.310654,-9.362667,-13.08564,-12.12087,-9.402633,-8.503713,-4.579144,-4.056067,-0.2950445,-4.390239,-7.449327,-2.511313,-15.43023,-14.26963,-14.49281,-0.5096738,-14.58534,1.571807,-11.35553,-5.542019,-7.116853,-7.129499,0.1436112,-0.425997,-7.231678,0.3132032,-13.47082,-2.079682,-12.08782,-8.282012,-14.03774,-3.991072,-14.26863,-8.995351,-30.44861,-8.453797,-4.762015,-6.471119,-11.46221,-8.875978,-2.415528,-1.784563,1.765167,-2.333116,-7.743542,-6.894919,-3.738255,-7.796189,25.84002,16.91237,4.578221,6.801471,8.724382,5.094574,Fulton County,Georgia
13123,Gilmer County,GA,13123,3,-5.526152,-15.7895,-13.51182,-9.077996,-31.70556,-18.15647,-11.9804,-11.07909,-12.6897,-3.603245,-11.29516,-4.842946,-13.9457,-18.48789,-14.82686,-10.7113,-10.65507,-0.2165208,-27.31621,-9.55781,-8.521575,0.4967261,-13.68138,-6.493834,-10.30516,-2.611426,-13.60241,-8.141145,-6.713622,-7.209682,-4.031682,-11.53092,-1.102125,-9.558187,-12.48601,-16.62563,-15.40371,-11.61823,-11.06469,-7.623415,-5.488121,-3.375206,-5.659482,-12.42175,-4.893565,-14.39337,-17.21345,-17.43666,-2.787586,-15.15626,-0.2574186,-14.217,-7.083832,-7.459496,-7.1903,-3.349483,-4.080483,-10.3747,0.2243192,-15.69281,-3.295475,-15.04296,-11.30223,-17.43371,-4.844582,-13.5161,-8.701266,-30.44861,-8.266008,-6.519002,-9.091408,-11.7206,-11.20909,-4.021431,-3.066321,-0.3998566,-3.071046,-10.69421,-10.03394,-9.642442,-10.83262,12.30626,12.95178,4.85482,6.65364,8.757419,6.216134,Gilmer County,Georgia
13125,Glascock County,GA,13125,4,-5.940507,-17.23042,-13.26352,-10.45461,-31.70556,-19.20047,-13.23607,-12.08083,-13.92165,-3.53701,-16.79997,-6.068732,-14.94104,-18.48789,-15.82572,-10.88073,-12.49237,-0.2165875,-27.31621,-10.10102,-9.476444,0.4966899,-11.36773,-12.70262,-8.774737,-2.674256,-14.74691,-9.28826,-6.623094,-8.967793,-5.275954,-12.56538,-1.679348,-10.56626,-7.912154,-17.66448,-14.90202,-17.11055,-11.32416,-8.09621,-5.970185,-4.706088,-5.365286,-10.28652,-7.499366,-15.6656,-18.25263,-18.47524,-3.726125,-15.64396,-2.165934,-31.24294,-7.576538,-7.400765,-7.194178,-4.224617,-5.187417,-11.84615,0.2233848,-15.3243,-4.315795,-16.0866,-12.38616,-17.45286,-5.550855,-15.08598,-9.219987,-18.33465,-8.493932,-7.65248,-9.979798,-13.10902,-13.23706,-5.902383,-3.462703,-1.573126,-3.40412,-11.6435,-11.05477,-9.176194,-11.56493,13.97043,12.437,5.043763,6.397898,8.388408,6.221254,Glascock County,Georgia
13127,Glynn County,GA,13127,1,-4.324021,-8.250201,-12.8097,-7.933825,-31.70556,-17.60192,-10.12088,-10.24879,-8.438796,-2.93195,-8.532909,-6.655272,-11.01253,-18.48789,-14.02481,-10.75702,-10.45908,-0.2169656,-27.31621,-9.201928,-6.584079,0.5398942,-10.87103,-2.836999,-7.953546,-1.203056,-11.71762,-7.721939,-4.905097,-6.629562,-3.677033,-10.11534,-0.7162246,-7.780118,-11.24336,-16.08862,-14.85662,-13.50104,-10.04941,-5.706591,-4.258834,-1.840786,-6.180171,-8.996401,-5.338975,-14.90805,-16.67652,-16.89937,-1.490039,-7.697309,0.1834017,-16.09212,-5.96226,-5.319909,-7.178566,-0.1949108,0.1435484,-8.741269,0.232339,-15.43718,-2.355488,-14.48826,-10.64771,-16.17502,-5.044454,-14.14268,-9.738187,-10.5673,-8.398295,-5.403649,-8.410124,-13.69471,-10.66534,-3.640093,-2.92485,0.5028419,-3.62768,-9.451662,-8.752692,-4.941112,-10.0491,18.72432,11.40724,4.558258,6.020936,8.692498,5.885831,Glynn County,Georgia
13129,Gordon County,GA,13129,3,-4.641243,-13.69513,-13.558,-7.877245,-15.54505,-16.83224,-10.27995,-9.686769,-10.98199,-2.716133,-8.644262,-4.562803,-7.798385,-18.48789,-11.22938,-10.30949,-9.478182,-0.2052937,-13.8274,-8.311247,-7.152407,0.497371,-10.42455,-9.444157,-8.946433,-2.526017,-11.85276,-6.444249,-5.961771,-6.556345,-3.076364,-10.09705,-0.6078181,-7.93016,-11.14277,-13.4505,-14.08336,-9.489232,-9.508883,-6.443973,-4.887158,-1.332384,-5.695159,-8.467357,-2.503575,-13.61371,-15.89806,-16.12115,-1.654646,-14.70595,1.569234,-11.02151,-5.976251,-6.950723,-7.16046,-1.027486,-2.17391,-8.040617,0.242507,-13.08114,-2.219658,-13.71877,-9.936424,-15.8135,-4.157786,-12.82451,-9.058858,-15.87716,-8.006312,-5.715636,-7.959938,-11.37899,-9.215217,-3.069489,-2.507323,0.4412354,-2.747576,-9.350971,-8.655009,-5.861932,-9.206954,14.46611,13.34882,4.81016,6.389287,8.502466,5.773894,Gordon County,Georgia
13131,Grady County,GA,13131,3,-5.493219,-15.03087,-13.23375,-8.747938,-19.88038,-17.84592,-11.55218,-10.71476,-12.26537,-2.276926,-14.03162,-6.769145,-16.12351,-18.48789,-14.20586,-10.92797,-11.12865,-0.2169705,-18.16263,-9.798502,-8.185251,0.4967462,-9.236869,-12.02239,-10.07849,-2.621976,-13.04469,-8.495856,-6.558231,-7.680088,-4.211797,-11.18258,-1.673387,-9.061565,-12.16289,-16.14014,-15.09451,-15.13573,-10.99805,-8.467322,-5.482056,-3.080755,-6.742452,-9.955054,-5.804999,-14.74487,-16.90581,-17.12893,-2.483429,-15.85865,-0.7292316,-15.46327,-7.202051,-7.42722,-7.191909,-2.816252,-3.466551,-10.06333,0.2311898,-17.65541,-2.955088,-14.73238,-10.96966,-16.98728,-4.16177,-14.09043,-8.460372,-14.82729,-8.388371,-6.488992,-9.065223,-12.96432,-11.6731,0.3934327,-3.162154,-0.6166753,-4.051728,-10.35897,-9.68996,-8.995355,-10.42325,11.24523,11.23643,2.918289,5.219097,8.118526,3.872295,Grady County,Georgia
13133,Greene County,GA,13133,3,-5.94123,-16.73223,-13.3584,-10.71889,-16.67666,-18.7403,-12.55132,-11.64631,-13.19752,-3.483821,-16.23029,-5.660831,-14.47978,-18.48789,-12.42417,-10.76558,-11.78331,-0.2165815,-14.95901,-9.882018,-9.090437,0.4967001,-11.62595,-7.706593,-11.00207,-2.657754,-14.26755,-8.438909,-7.38625,-8.446273,-5.003213,-12.12016,-1.375808,-10.06428,-3.590455,-14.6695,-14.06171,-16.62449,-12.5458,-7.894347,-5.795534,-4.450547,-5.325329,-11.6509,-7.054453,-15.50646,-17.80068,-18.0238,-3.015476,-15.37495,-0.9605134,-12.25955,-7.328986,-6.938216,-7.192273,-3.749087,-4.87106,-11.1446,0.223262,-14.41609,-3.795406,-15.62675,-11.87498,-18.02874,-5.34846,-14.74925,-9.413833,-30.44861,-8.471264,-7.257808,-9.802697,-12.5096,-11.10696,-1.732939,-3.438851,-1.019873,-3.185248,-11.37643,-10.46651,-10.13695,-11.39391,11.99747,12.88198,4.938986,6.358301,8.56004,6.011549,Greene County,Georgia
13135,Gwinnett County,GA,13135,1,-3.825692,-13.09995,-13.48793,-5.351251,-17.38992,-15.45479,-8.893929,-8.379341,-9.610559,-2.10572,-10.9838,-4.91085,-12.8786,-18.48789,-11.82884,-10.25958,-8.881991,-0.2163516,-15.67225,-8.284404,-5.809115,0.497506,-10.11413,-8.95295,-7.907403,-1.978957,-10.87666,-6.268141,-4.514731,-5.603418,-2.389665,-8.684958,0.2573618,-6.602868,-9.734642,-12.17872,-10.40241,-9.554263,-9.158998,-4.826007,-4.217027,-0.5063955,-4.950141,-8.10408,-3.290073,-15.38055,-14.51779,-14.74084,-0.7433318,-15.25426,1.597849,-12.87222,-5.756332,-7.121307,-7.144871,-0.1578205,-0.6612974,-7.540153,0.3002027,-14.03515,-2.345725,-12.34127,-8.559331,-14.46446,-4.003113,-14.75894,-9.330057,-30.44861,-8.449659,-4.933772,-6.70331,-11.80392,-9.294476,-2.721251,-1.90705,1.496684,-2.453079,-7.942156,-6.935627,-4.007947,-8.089374,13.95761,15.21426,4.725184,6.722974,8.708131,5.683434,Gwinnett County,Georgia
13137,Habersham County,GA,13137,3,-4.890245,-16.09973,-13.39077,-8.469661,-31.70556,-17.60649,-11.51707,-10.56739,-12.24179,-3.54175,-16.63659,-5.266655,-11.48098,-18.48789,-14.31114,-10.82195,-10.67259,-0.2164972,-27.31621,-9.374266,-7.981272,0.4967643,-12.97107,-10.80049,-9.929618,-2.573155,-13.26789,-7.764968,-6.660291,-7.247956,-3.851328,-11.04376,-1.046812,-8.820283,-11.98906,-16.08636,-14.8583,-15.78861,-10.08374,-7.793545,-5.067329,-3.237594,-5.424447,-11.58947,-5.497656,-14.44538,-16.67404,-16.89708,-2.39215,-14.8096,0.1313501,-16.46873,-6.831977,-7.419816,-7.189511,-2.784108,-3.020145,-9.790787,0.2255548,-27.10555,-2.912373,-14.4929,-10.70078,-16.61839,-4.758179,-13.63597,-10.03415,-14.48408,-8.279461,-5.938248,-8.781241,-12.30378,-10.9804,-4.116375,-2.91429,-0.1364749,-3.077849,-10.19729,-9.488124,-9.974104,-10.30344,9.253828,12.40688,5.992702,6.598308,8.653767,6.510616,Habersham County,Georgia
13139,Hall County,GA,13139,1,-4.232475,-14.35464,-13.44916,-6.320557,-31.70556,-16.80864,-10.61114,-9.738305,-11.33074,-3.05661,-13.44778,-5.137488,-13.37453,-18.48789,-13.48645,-10.64268,-10.28904,-0.2165532,-27.31621,-8.858271,-7.181954,0.4968874,-12.41976,-12.08622,-9.212155,-2.403804,-12.17255,-7.063216,-5.848249,-6.484798,-3.179777,-10.17608,-0.6558668,-8.049947,-11.1302,-12.87779,-10.9269,-13.25579,-11.88326,-5.452725,-4.564613,-1.636649,-5.317997,-10.86185,-4.927779,-13.96612,-15.87457,-16.0977,-1.672159,-15.07773,0.9027991,-13.46612,-6.423501,-7.371217,-7.165333,-1.598563,-2.249567,-8.975823,0.2334079,-27.10555,-2.23181,-13.69509,-9.906328,-15.82408,-4.660432,-13.33795,-8.932395,-30.44861,-8.13016,-5.313401,-7.923238,-12.0365,-10.18666,-2.978242,-2.919166,0.3999207,-2.845643,-9.341429,-8.624618,-4.766799,-9.507122,10.66476,14.74721,5.255456,6.5408,8.643321,6.117673,Hall County,Georgia
13141,Hancock County,GA,13141,3,-5.943942,-16.98344,-13.31885,-11.31228,-15.95364,-18.84553,-13.04092,-11.75377,-13.53292,-3.434689,-16.66436,-5.875384,-14.25499,-18.48789,-11.73057,-10.75284,-12.28238,-0.2166252,-14.23598,-9.98766,-9.17597,0.4966968,-11.3397,-9.560137,-11.11662,-2.66035,-14.41753,-9.014225,-7.313488,-8.81417,-5.158085,-12.3814,-1.655288,-10.46318,-6.474501,-13.99167,-16.0934,-16.82071,-12.33623,-7.972765,-6.036734,-4.642306,-5.387992,-11.52429,-7.332092,-15.75995,-17.90347,-18.12677,-3.616495,-15.61472,-1.605161,-11.53652,-7.480407,-6.836305,-7.187882,-4.358524,-4.916768,-11.40366,0.2238921,-13.39477,-4.354153,-15.73193,-11.98989,-18.3204,-5.384774,-15.11465,-9.009334,-30.44861,-8.491953,-7.652706,-9.899236,-12.6921,-10.64099,-4.383819,-3.43564,-1.448557,-3.296009,-11.49176,-10.81634,-9.821788,-11.48228,13.62115,12.59661,4.828692,6.268733,8.470724,5.94276,Hancock County,Georgia
13143,Haralson County,GA,13143,1,-5.617815,-14.87497,-13.59613,-6.603283,-15.45481,-17.57096,-11.35153,-10.45727,-12.10221,-3.293347,-12.96873,-4.613886,-8.456773,-18.48789,-11.20406,-10.54096,-10.73244,-0.2167494,-13.73716,-9.488323,-7.913313,0.4969925,-11.9585,-12.34374,-9.868814,-2.578987,-13.02444,-8.109468,-5.991018,-7.20617,-3.875719,-10.92838,-0.9941719,-8.954024,-11.55255,-13.45076,-14.8141,-12.82144,-10.33395,-7.546318,-5.513914,-2.810492,-5.870605,-11.06938,-4.177552,-14.53771,-16.61922,-16.84232,-2.595484,-14.96036,-0.2060176,-11.022,-6.627485,-7.28642,-7.17904,-2.455389,-1.459031,-10.03384,0.2269113,-12.91768,-3.239413,-14.45749,-10.76659,-17.0864,-3.975581,-13.70147,-9.126125,-11.32989,-8.306152,-6.601939,-8.573405,-10.99229,-9.954526,-4.259131,-3.008702,-0.0546837,-3.190807,-10.01303,-9.434015,-9.204112,-10.25375,15.09175,13.20005,4.264647,6.212675,7.104626,4.586406,Haralson County,Georgia
13145,Harris County,GA,13145,1,-5.94243,-13.25129,-13.54746,-7.940567,-17.08574,-18.06388,-11.99132,-10.90674,-9.728796,-3.174729,-12.34878,-5.205144,-13.23998,-18.48789,-14.44393,-10.74298,-11.1676,-0.2167848,-13.99792,-9.746367,-7.012438,0.4967356,-7.946937,-10.7853,-10.37474,-2.607845,-13.65377,-8.414128,-6.331325,-7.65136,-4.387138,-10.3682,-1.386465,-9.401124,-11.65599,-16.52446,-10.89373,-8.398144,-9.294897,-7.778773,-5.825878,-3.690929,-5.96179,-11.31004,-5.899188,-14.98546,-17.11228,-17.33549,-2.736467,-15.91137,-0.685682,-8.079297,-7.122319,-6.621869,-7.188318,-3.050274,-3.701938,-9.266897,0.2278574,-13.30716,-3.517824,-14.95058,-11.25432,-12.04256,-5.036779,-14.24876,-9.377857,-15.7976,-8.410751,-7.192109,-8.971866,-11.36812,-11.16351,-4.683479,-3.06562,-0.2575721,-3.434608,-8.212478,-8.317696,-8.967409,-10.13002,16.8775,12.88088,4.329093,5.395121,8.024833,3.709067,Harris County,Georgia
13147,Hart County,GA,13147,3,-5.430886,-13.41672,-13.3143,-8.248159,-18.14085,-17.43136,-11.39333,-10.18165,-9.368847,-3.437758,-12.20692,-5.503146,-11.34657,-18.48789,-13.27199,-10.86288,-9.569156,-0.2163856,-16.42318,-9.495086,-7.452249,0.4967806,-9.72056,-9.06995,-9.435845,-2.596738,-11.64426,-7.819229,-6.281341,-7.570083,-3.806684,-8.487822,-1.154364,-6.007893,-12.17035,-15.35093,-14.67736,-13.66943,-8.032146,-7.906581,-5.374732,-1.791303,-5.280627,-9.531631,-3.68352,-14.45199,-16.48577,-16.70883,-2.186283,-14.08501,-0.1266973,-10.68388,-6.916544,-7.456439,-7.187055,-1.684723,-2.637777,-10.19685,0.2282784,-15.61714,-3.072854,-14.31797,-10.60153,-17.09644,-4.806878,-13.65431,-8.416307,-30.44861,-8.293859,-6.440205,-8.594849,-12.69047,-10.9251,-3.738356,-3.096514,-0.2853639,-2.862033,-9.594664,-9.591072,-8.624343,-10.0077,10.82817,12.59378,6.443182,6.663985,8.788481,6.593694,Hart County,Georgia
13149,Heard County,GA,13149,1,-5.937308,-15.86961,-13.59485,-8.21137,-14.98067,-18.62545,-12.65558,-11.53368,-13.00267,-3.450583,-13.19697,-4.833183,-10.65968,-18.48789,-10.76989,-10.61176,-11.83527,-0.2167914,-13.26302,-9.856548,-8.925863,0.4967052,-11.18347,-11.57405,-10.76818,-2.65777,-14.25425,-8.816438,-6.836225,-8.27115,-4.71523,-11.92188,-1.33989,-9.766783,-11.87735,-13.03786,-15.87103,-9.096027,-10.1702,-7.612396,-6.151512,-4.170504,-5.90097,-11.15403,-6.544108,-15.2335,-17.67938,-17.9023,-3.132369,-15.82772,-1.198647,-10.56355,-7.214088,-7.402418,-7.178784,-3.695006,-4.061224,-9.755084,0.2258749,-12.3155,-4.140898,-15.51178,-11.79057,-17.99198,-5.271366,-14.43003,-8.325162,-30.44861,-8.433904,-7.638039,-9.435518,-11.07026,-9.685235,-4.845803,-3.406003,-1.028985,-3.343987,-11.01698,-8.941154,-9.430326,-11.24913,14.18904,13.08846,3.9727,5.594943,6.735317,3.930188,Heard County,Georgia
13151,Henry County,GA,13151,1,-4.381812,-13.79507,-13.5002,-6.628325,-16.33558,-16.37172,-10.08888,-9.278616,-10.78785,-2.579462,-12.55602,-5.102143,-12.16863,-18.48789,-11.79143,-10.45751,-9.949265,-0.2164869,-14.61792,-9.200479,-6.71347,0.4970195,-10.25861,-7.942404,-8.728898,-2.422351,-11.72157,-7.188355,-5.076196,-5.962618,-2.974483,-9.634409,-0.1722912,-7.656256,-10.43812,-13.90878,-13.61839,-10.95054,-9.809282,-5.787176,-4.687246,-1.673465,-5.057122,-8.762574,-3.338698,-14.08877,-15.42689,-15.65005,-1.481784,-15.64065,0.3682621,-11.77512,-6.352921,-7.341093,-7.177952,-1.341404,-1.968224,-8.530564,0.2672436,-11.70688,-2.918619,-13.25822,-9.510201,-15.63538,-4.605525,-13.50596,-9.211828,-30.44861,-8.175695,-5.46876,-7.430878,-11.70717,-10.17897,-3.172091,-2.286152,0.8941675,-2.980923,-8.862309,-7.707424,-5.067628,-8.982303,17.36591,13.38239,4.358104,6.554246,8.621721,5.119339,Henry County,Georgia
13153,Houston County,GA,13153,1,-4.154386,-8.507991,-13.33008,-8.617604,-16.78415,-16.46979,-10.17181,-9.398074,-10.32624,-3.048734,-14.4222,-5.940245,-13.16736,-18.48789,-12.1322,-10.65162,-10.07532,-0.2167878,-15.06649,-9.413102,-6.854997,0.497566,-11.47966,-5.810031,-9.018694,-2.478434,-12.01604,-7.335159,-6.469999,-6.682309,-3.249544,-9.491231,-0.7644591,-7.268587,-10.71311,-14.21433,-13.71051,-14.46391,-12.01961,-5.326018,-4.483044,-2.023976,-5.550001,-11.0586,-4.78391,-15.1133,-15.54633,-15.76944,-1.563553,-15.90558,0.0083993,-12.35366,-6.544793,-6.87574,-7.171202,-1.741145,-2.631701,-7.695889,0.2603189,-14.30777,-2.27231,-13.35624,-9.51385,-15.13629,-5.128097,-15.37496,-8.562099,-30.44861,-8.431568,-5.236387,-7.904655,-12.30359,-10.48328,-2.883182,-2.083229,0.6050437,-3.331353,-8.91854,-8.190187,-4.603719,-9.177353,15.17033,12.55013,3.961722,5.541717,8.583357,4.908477,Houston County,Georgia
13155,Irwin County,GA,13155,3,-5.958035,-15.78988,-13.11038,-10.01348,-31.70556,-18.74081,-12.51096,-11.58545,-13.22675,-3.425903,-14.73014,-6.709941,-13.13501,-18.48789,-15.33727,-10.91852,-12.12873,-0.2169528,-27.31621,-9.823827,-9.070577,0.4967018,-10.96557,-13.68137,-10.96114,-2.659024,-13.85484,-8.52872,-7.037902,-8.784685,-5.032823,-12.12989,-1.636745,-10.48799,-13.10666,-17.20617,-15.98641,-15.90401,-11.77696,-8.352077,-6.154707,-4.012453,-6.269102,-10.75171,-6.670273,-15.4402,-17.79421,-18.01722,-3.102274,-15.57699,-0.7790173,-21.89243,-6.550214,-7.47863,-7.193332,-3.732504,-4.354786,-7.445033,0.2233295,-14.28487,-4.088205,-15.62706,-11.9079,-18.61773,-5.492293,-15.03223,-8.47277,-30.44861,-8.490153,-7.67094,-9.670794,-13.13701,-12.02802,-4.008329,-3.41398,-1.354303,-3.933864,-11.31498,-10.67233,-9.661729,-11.30442,10.98381,11.83426,3.623641,5.44067,8.370139,4.996116,Irwin County,Georgia
