stfips,county_name,state,fips,cat_rucc,a_teca_ln,a_112tca_ln,a_dbcp_ln,a_tdi_ln,a_2clacephen_ln,a_2np_ln,a_pnp_ln,a_ch3cn_ln,a_acetophenone_ln,a_acrolein_ln,a_acrylic_acid_ln,a_c3h3n_ln,a_sb_ln,a_benzidine_ln,a_benzyl_cl_ln,a_be_ln,a_biphenyl_ln,a_dehp_ln,a_bromoform_ln,a_cd_ln,a_cs2_ln,a_ccl4,a_cs_ln,a_cl_ln,a_c6h5cl_ln,a_chloroform_ln,a_chloroprene_ln,a_cr_ln,a_cresol_ln,a_cumene_ln,a_cn_ln,a_dbp_ln,a_diesel_ln,a_dmf_ln,a_me2_phthalate_ln,a_me2so4_ln,a_ech_ln,a_etacrylate_ln,a_etcl_ln,a_edb_ln,a_edc_ln,a_egly_ln,a_eox_ln,a_edcl2_ln,a_glycol_ethers_ln,a_hcb_ln,a_hcbd_ln,a_hccpd_ln,a_hexane_ln,a_n2h2_ln,a_hcl_ln,a_isophorone_ln,a_pb_ln,a_mn_ln,a_hg_ln,a_meoh_ln,a_mibk_ln,a_mma_ln,a_mecl_ln,a_mehydrazine_ln,a_mtbe_ln,a_nitrobenzene_ln,a_dma_ln,a_otoluidine_ln,a_pahpom_ln,a_pcp_ln,a_ph3_ln,a_p_ln,a_pcbs_ln,a_procl2_ln,a_proo_ln,a_quinoline_ln,a_se_ln,a_stryene_ln,a_cl4c2_ln,a_toluene_ln,a_c2hcl3_ln,a_etn_ln,a_vyac_ln,a_vycl_ln,a_11dce_ln,a_pm10_mean_ln,a_pm25_mean,a_so2_mean_ln,a_no2_mean_ln,a_o3_mean_ln,a_co_mean_ln,countyname,state_name
1001,Autauga County,AL,1001,1,-4.385941,-5.052391,-13.6103,-8.087206,-31.70556,-16.48116,-10.19922,-9.410143,-4.197668,-2.899124,-17.35907,-4.904032,-10.9495,-18.48789,-13.15432,-9.934679,-9.713586,-0.216726,-27.31621,-9.782146,-4.818403,0.5011442,-8.516636,-10.19578,-7.974482,-2.502374,-12.11519,-6.736094,-4.067511,-6.03896,-2.903515,-9.093417,-0.945113,-6.29404,-10.75178,-14.9678,-13.73598,-14.692,-4.153328,-5.754979,-4.516663,-2.104984,-6.416854,-6.135733,-5.026668,-13.56903,-15.55543,-15.77869,-1.85172,-15.91093,-1.977615,-20.70043,-6.823497,-6.894561,-7.179439,-0.0351017,-1.407216,-6.841801,0.2864875,-27.10555,-2.810857,-13.36735,-9.533588,-15.12225,-4.52632,-10.77559,-12.94494,-30.44861,-7.979102,-5.455159,-8.281472,-8.763834,-9.116753,-2.748921,-2.758446,0.3690369,-3.149847,-5.443488,-8.261572,-5.110111,-8.293536,15.073,12.05819,2.366601,4.817517,6.258399,1.495872,Autauga County,Alabama
1003,Baldwin County,AL,1003,2,-4.385456,-14.24994,-13.6103,-8.208811,-16.06089,-17.39923,-10.89394,-7.72336,-11.53935,-2.719143,-7.575939,-6.067829,-12.58647,-16.1554,-11.75223,-10.38042,-9.381911,-0.2165937,-14.31993,-9.957549,-6.817383,0.5025072,-9.828173,-6.353096,-9.307071,-2.195422,-12.95552,-7.856181,-6.191075,-6.84031,-3.859245,-10.51091,-0.8477967,-7.524867,-11.90174,-13.94924,-8.923773,-9.423376,-6.995131,-5.78827,-4.445962,-3.169877,-5.617231,-11.00867,-5.805029,-14.31889,-16.44414,-16.68304,-2.147485,-13.62764,-1.953913,-10.44193,-6.474245,-7.100037,-7.162792,-2.084186,-2.002757,-6.894322,0.2493948,-10.92902,-3.382411,-12.9387,-9.992206,-16.53293,-4.426587,-13.81301,-13.98249,-14.73798,-8.324268,-5.444662,-8.877935,-11.34189,-9.697827,-3.887218,-2.482656,0.3519515,-3.849545,-6.171551,-9.419049,-5.082219,-10.08588,19.9946,11.11991,2.841814,5.512389,6.293029,2.555352,Baldwin County,Alabama
1005,Barbour County,AL,1005,3,-4.943471,-10.85282,-13.53285,-9.421164,-31.70556,-17.87829,-11.78332,-10.76507,-11.60525,-3.061263,-14.24424,-5.66573,-12.16918,-18.48789,-14.49435,-10.86746,-10.4791,-0.2168085,-27.31621,-9.980774,-7.575954,0.4967984,-10.01158,-8.285934,-8.612333,-2.630648,-13.111,-9.28958,-7.217533,-8.307398,-4.265667,-9.392176,-1.610417,-8.04861,-12.3415,-16.36419,-15.13264,-5.957008,-7.63421,-8.055138,-5.079966,-3.358116,-6.436113,-11.9531,-5.880805,-14.71771,-16.95155,-17.17502,-2.534016,-15.82002,-3.640196,-12.83766,-6.799105,-6.050566,-7.188689,-1.794842,-1.472822,-9.963161,0.2260042,-27.10555,-4.074451,-14.76473,-10.9366,-15.08351,-4.860535,-13.83095,-10.59108,-11.5741,-8.349055,-5.981083,-9.57392,-11.52913,-10.85171,-3.487759,-3.099843,-0.0725574,-3.656944,-9.946683,-9.854132,-10.08096,-10.55997,15.77231,12.36045,3.146611,5.210544,6.798412,2.976577,Barbour County,Alabama
1007,Bibb County,AL,1007,1,-5.952906,-9.329214,-13.6103,-9.428741,-16.09672,-18.34005,-12.54865,-11.22546,-10.99896,-3.55395,-11.56531,-4.647448,-12.31389,-18.48789,-11.90507,-10.6221,-11.49571,-0.2167574,-13.32376,-9.779618,-8.399295,0.4967216,-7.555678,-8.271975,-10.46581,-2.625549,-13.96777,-8.748343,-6.336762,-7.249928,-4.643054,-11.48883,-1.552017,-8.837787,-9.970398,-14.15299,-15.58063,-16.38776,-7.743406,-7.732947,-5.993604,-3.892334,-6.49613,-10.083,-4.49895,-15.0812,-17.38099,-17.60414,-3.0888,-15.76173,-3.153413,-8.692773,-6.817422,-6.105143,-7.178229,-2.9601,-2.765934,-10.98226,0.2249285,-12.96241,-3.799756,-15.22651,-11.55496,-13.30964,-4.482191,-9.576076,-13.98689,-30.44861,-8.454782,-7.643767,-9.350472,-9.94609,-10.69326,-4.756667,-3.226308,-0.9748452,-3.555278,-10.16729,-10.03063,-9.001493,-10.7167,14.92132,12.23991,2.032213,4.850309,6.334127,1.082475,Bibb County,Alabama
1009,Blount County,AL,1009,1,-5.251164,-14.00734,-13.6103,-8.590843,-16.15294,-17.57626,-11.6492,-10.46133,-10.99146,-3.690855,-14.85952,-4.111514,-13.73735,-17.98173,-11.89243,-10.29658,-10.38465,-0.2167335,-13.67056,-9.66938,-7.753629,0.4967719,-6.468773,-9.413447,-9.612495,-2.623493,-13.08947,-9.146971,-6.122164,-7.597279,-3.810227,-10.94238,-1.203375,-7.902716,-10.07111,-14.1127,-14.82159,-12.09341,-7.021636,-7.53475,-5.267832,-3.186008,-6.412185,-9.031541,-4.420901,-14.32685,-16.62857,-16.85168,-2.49886,-13.06382,-3.886826,-10.6295,-7.111709,-7.1702,-7.177865,-2.429861,-2.151284,-7.634221,0.2275355,-13.00526,-3.288222,-14.46285,-10.28659,-13.94594,-4.88562,-13.51541,-12.99111,-17.75117,-8.267713,-6.285736,-8.787134,-8.604005,-10.83022,-3.816767,-2.908607,-0.1288636,-3.217253,-8.868492,-9.204535,-7.645297,-9.976036,17.89501,12.97428,2.1876,4.55596,6.331387,2.236682,Blount County,Alabama
1011,Bullock County,AL,1011,3,-5.959108,-10.38142,-13.57962,-10.89928,-21.66477,-19.14459,-13.39908,-12.0239,-11.59386,-2.26137,-17.44335,-5.386226,-10.73422,-18.48789,-15.76894,-10.95951,-10.28667,-0.2167563,-18.35933,-9.71717,-7.225002,0.4967288,-8.944517,-9.681508,-10.08987,-2.664715,-14.76447,-9.563152,-7.314634,-9.285821,-5.467566,-11.98019,-1.828778,-9.620429,-13.25659,-17.60569,-16.3884,-8.984318,-8.572977,-7.96332,-6.076896,-4.746397,-6.437289,-10.74422,-7.163598,-15.78245,-18.19364,-18.41671,-3.679493,-15.91258,-4.614948,-10.55093,-7.116168,-7.068769,-7.189924,-3.477314,-3.703191,-10.42078,0.229923,-27.10555,-4.745456,-16.03107,-12.33686,-14.96772,-4.136439,-15.41116,-12.79747,-12.59723,-8.516368,-7.658375,-10.08888,-10.82011,-12.20351,-3.871179,-3.424601,-1.257093,-3.763659,-10.00635,-10.83042,-9.326916,-11.60153,15.94766,12.16115,3.048628,5.150687,6.480477,2.732001,Bullock County,Alabama
1013,Butler County,AL,1013,3,-4.872712,-15.90472,-13.6103,-9.041683,-31.70556,-17.89589,-11.77512,-10.79318,-12.08496,-3.588909,-16.10992,-5.520348,-13.75294,-18.40501,-14.53813,-10.89962,-10.69102,-0.2167418,-27.31621,-10.12669,-8.076618,0.4967372,-11.06795,-9.137541,-10.05142,-2.647043,-13.43366,-9.473767,-7.738756,-7.668958,-4.007508,-10.535,-1.575155,-7.835239,-12.1965,-16.38466,-15.15173,-15.9087,-7.293326,-7.717633,-4.961149,-3.590548,-6.401379,-11.87242,-6.421193,-14.34178,-16.97238,-17.19568,-2.452323,-15.91154,-4.401625,-31.24294,-7.44954,-6.785937,-7.190761,-2.382445,-3.12751,-9.724091,0.2260603,-27.10555,-2.971642,-14.78252,-10.93829,-16.44068,-5.061409,-11.32884,-13.38293,-15.53718,-8.258847,-5.912104,-9.572632,-10.94562,-11.35018,-1.35359,-3.260977,-0.6538897,-3.774304,-8.917873,-9.672508,-8.883958,-10.34437,13.1769,11.65888,2.626942,4.898861,6.36079,2.08181,Butler County,Alabama
1015,Calhoun County,AL,1015,1,-4.187775,-13.13598,-13.60989,-6.139199,-17.10499,-16.82052,-7.491395,-9.690677,-9.666846,-2.960534,-13.12095,-4.358215,-10.59659,-15.27561,-12.79864,-10.40173,-5.325634,-0.2167214,-12.79049,-9.368623,-6.894936,0.4969451,-9.175295,-10.54588,-8.950774,-2.53208,-12.30731,-6.201954,-6.509439,-6.406214,-3.265148,-9.780061,-0.6934816,-6.61423,-9.150265,-14.83182,-14.07315,-14.70252,-6.227703,-5.376825,-4.520053,-1.987029,-5.746684,-8.201199,-4.656809,-14.3032,-15.89053,-16.11359,-1.408819,-14.36918,-3.246082,-10.11016,-5.952642,-6.90144,-7.177975,-1.5066,-0.2765459,-8.519178,0.2440109,-14.54714,-2.358871,-13.70683,-9.312186,-12.67832,-4.682633,-13.54538,-12.6692,-15.70142,-8.270811,-5.279209,-8.299554,-10.56691,-9.807868,-3.256174,-2.89101,0.7296521,-2.557755,-4.684648,-8.15288,-4.638606,-9.201486,16.17032,13.14952,3.098401,5.174409,6.275754,3.258078,Calhoun County,Alabama
1017,Chambers County,AL,1017,3,-4.554226,-15.61674,-13.59683,-7.812265,-15.95304,-17.25655,-11.16325,-10.11142,-8.960196,-3.350833,-12.24075,-4.930171,-14.30074,-18.48789,-13.43988,-10.6108,-10.30619,-0.2167036,-12.975,-9.741805,-6.619516,0.4968044,-8.669799,-9.588076,-9.597243,-2.590481,-12.83994,-8.345639,-6.715297,-7.002167,-3.520995,-9.482547,-1.143347,-7.045371,-10.64947,-15.62052,-11.94391,-8.490027,-6.739701,-6.151671,-4.805697,-2.614519,-5.981617,-11.95874,-5.226807,-14.08585,-16.32616,-16.54936,-2.267926,-15.90196,-1.03846,-7.307223,-7.11377,-6.89995,-7.185483,-1.703694,-2.260298,-8.692071,0.2341819,-16.55179,-3.173105,-14.14321,-10.334,-11.14703,-5.034126,-13.28834,-10.73217,-30.44861,-8.214466,-5.618597,-8.615025,-10.97658,-10.28968,-3.527305,-2.877538,0.1043335,-3.320908,-8.757951,-8.042914,-5.574625,-9.246115,13.96567,12.31121,3.683746,5.293115,6.45209,3.116937,Chambers County,Alabama
1019,Cherokee County,AL,1019,4,-5.808868,-14.09718,-13.60349,-9.084889,-15.90917,-17.9863,-11.64683,-10.86658,-10.64444,-3.745942,-13.05795,-4.377623,-12.21404,-18.11417,-11.70861,-10.55252,-10.69048,-0.2167433,-13.28587,-9.899858,-8.004682,0.4975085,-10.70065,-11.51048,-10.25241,-2.59146,-13.45726,-9.166282,-6.7841,-8.226974,-4.23532,-11.29533,-1.286515,-8.468642,-10.33658,-13.95272,-14.62054,-15.74358,-7.72773,-7.50483,-5.575868,-3.610615,-6.048712,-12.30648,-4.645922,-14.60342,-17.04156,-17.26468,-2.580582,-14.05562,-1.925757,-10.50889,-7.230247,-6.959753,-7.188052,-2.164874,-2.777262,-10.39652,0.223682,-12.77367,-4.036923,-14.87267,-10.28015,-13.50247,-5.159657,-13.82578,-11.20438,-14.07798,-8.349833,-6.759126,-9.298619,-10.78517,-10.36503,-4.325045,-3.403608,-0.5906805,-3.156632,-10.37536,-9.960282,-10.23,-10.58326,16.77973,13.43724,3.546137,5.401397,6.731188,4.390693,Cherokee County,Alabama
1021,Chilton County,AL,1021,1,-5.124662,-7.560024,-13.6103,-9.529953,-16.23484,-18.07933,-12.01207,-10.99606,-9.187569,-3.727508,-11.66491,-4.727754,-12.86077,-18.48789,-11.97045,-10.30055,-11.1086,-0.2167692,-14.51718,-9.758817,-8.260006,0.4972291,-11.26946,-9.428733,-10.18411,-2.631383,-13.6745,-8.946049,-6.606561,-7.969769,-4.274031,-11.19267,-1.441023,-8.212904,-11.90731,-14.20904,-15.32995,-16.13514,-7.300713,-7.7359,-5.152859,-3.753567,-6.479939,-9.523621,-6.035003,-14.79559,-17.14408,-17.3671,-2.872825,-15.86788,-3.246336,-11.54283,-6.756107,-6.464924,-7.173395,-2.729885,-3.046711,-8.585908,0.225546,-13.04495,-3.581483,-14.96577,-11.18455,-17.07133,-4.923968,-11.10571,-13.4313,-30.44861,-8.366581,-6.151385,-9.368578,-10.22786,-10.05047,-4.119906,-3.07001,-0.3285238,-3.544086,-9.225346,-9.942429,-9.160317,-10.52059,15.95845,12.28085,2.085041,4.82432,6.281375,1.168145,Chilton County,Alabama
1023,Choctaw County,AL,1023,4,-5.918935,-8.824303,-13.6103,-10.06723,-16.88146,-19.50835,-13.61237,-12.39706,-14.27794,-3.813459,-12.30875,-5.461942,-12.33914,-16.78199,-14.19185,-10.90911,-12.27882,-0.2167094,-15.16381,-10.16005,-9.048403,0.4975314,-9.312911,-8.168761,-7.61354,-2.589061,-15.15085,-9.463159,-7.725657,-8.715188,-5.421093,-12.75419,-2.069802,-9.739132,-13.61535,-14.90863,-15.03308,-14.83737,-8.406568,-7.937119,-5.489378,-4.935338,-5.824206,-8.251451,-7.588955,-15.81992,-11.54282,-18.78921,-3.580564,-15.06954,-4.193987,-13.95337,-7.363296,-7.317932,-7.189919,-1.790013,-3.90236,-11.73911,0.2227321,-13.69157,-4.325224,-16.3949,-12.65103,-18.8702,-5.835625,-15.09214,-13.45993,-13.88177,-8.496799,-7.555076,-10.56777,-10.24161,-11.63574,-5.666891,-3.433348,-1.557684,-3.840275,-10.59598,-9.99823,-7.817589,-10.53307,8.637069,11.793,3.048311,4.903588,6.463143,2.900681,Choctaw County,Alabama
1025,Clarke County,AL,1025,3,-5.978219,-8.823595,-13.6103,-10.69571,-15.23926,-19.19472,-13.07972,-10.68052,-9.017671,-3.494588,-11.81522,-5.668342,-12.4099,-16.78238,-13.55873,-10.83807,-11.67722,-0.2166802,-13.52161,-10.12154,-8.200323,0.5008425,-9.881459,-5.61812,-8.375259,-2.156437,-14.80055,-9.627698,-7.34727,-8.692697,-5.253017,-12.45146,-2.118936,-8.63391,-13.35626,-13.30128,-7.818583,-13.35796,-8.670958,-8.002975,-5.257606,-4.763245,-5.855028,-12.06163,-6.782864,-15.41062,-18.26186,-18.48501,-3.79075,-14.66022,-3.111294,-13.45042,-7.554515,-6.997494,-7.185195,-1.09436,-4.340887,-10.19287,0.2242028,-12.02978,-5.28239,-12.21933,-12.19507,-18.14758,-5.384064,-12.03209,-14.22687,-11.37625,-8.486808,-7.036805,-10.36507,-10.55976,-9.516291,-5.332817,-3.070828,-0.7335662,-3.913509,-11.05251,-10.87679,-10.56852,-11.84548,10.23283,11.73979,2.889002,4.924409,6.384103,2.371907,Clarke County,Alabama
1027,Clay County,AL,1027,4,-5.950879,-15.71531,-13.6103,-9.059216,-16.81752,-18.6788,-11.50169,-11.55996,-13.3016,-3.754768,-10.56802,-4.613249,-13.94707,-16.95299,-12.55204,-10.66125,-9.878323,-0.2167932,-15.09987,-9.825791,-9.011795,0.4969054,-11.37632,-10.2824,-10.89768,-2.659168,-14.16371,-8.649172,-7.149922,-6.287639,-4.774966,-11.96681,-1.494002,-9.018027,-10.84975,-14.79252,-15.92591,-16.47994,-8.200375,-7.614817,-6.092546,-4.000299,-6.197257,-12.21333,-6.058901,-15.21507,-17.73549,-17.95843,-3.677426,-15.30039,-4.238784,-12.40034,-7.205518,-7.288237,-7.190606,-3.153272,-2.371994,-10.87229,0.2239215,-13.62764,-4.668268,-15.56536,-11.83117,-17.9821,-5.365305,-14.47895,-13.31337,-15.15488,-8.440733,-7.642951,-9.955261,-10.57244,-11.20436,-5.09076,-3.430779,-1.119557,-3.340184,-9.87461,-9.908152,-10.32334,-11.36289,16.09834,13.28869,3.03773,5.102214,6.186148,2.507583,Clay County,Alabama
1029,Cleburne County,AL,1029,4,-5.93907,-13.38171,-13.60658,-7.95296,-15.97217,-18.36766,-11.57833,-11.24358,-12.66899,-3.331403,-14.26382,-4.541061,-9.482142,-16.90726,-11.73451,-10.62343,-9.851433,-0.2167776,-14.21464,-9.870981,-8.702535,0.4967183,-10.95405,-12.03211,-10.57773,-2.637697,-13.85564,-8.588597,-6.638629,-8.142599,-4.565599,-11.69835,-1.298986,-9.066593,-11.32892,-13.98816,-15.61203,-16.15985,-8.372033,-7.548943,-6.13335,-3.747463,-6.020617,-12.133,-4.478789,-15.1853,-17.41885,-17.64204,-3.003301,-14.82635,-1.634567,-11.49918,-6.911591,-7.412461,-7.189761,-3.170898,-2.265071,-10.92909,0.22443,-12.78358,-3.739572,-15.25394,-11.28635,-16.20997,-5.072419,-14.36955,-10.5272,-17.02109,-8.430675,-7.634826,-9.35127,-10.7687,-10.67497,-5.005769,-3.421388,-0.8213327,-3.236667,-9.612905,-10.16138,-9.821741,-11.05537,14.35555,13.25307,3.631574,5.548148,6.384048,3.771558,Cleburne County,Alabama
1031,Coffee County,AL,1031,3,-4.530715,-9.630337,-13.57734,-7.918787,-31.70556,-17.48077,-10.84492,-10.37312,-10.54093,-3.372581,-15.03715,-5.820571,-10.90101,-18.48789,-14.04284,-10.90002,-9.894584,-0.2167561,-27.31621,-9.974668,-7.103319,0.4967739,-10.06572,-8.419989,-8.835893,-2.553249,-12.9883,-8.292257,-6.88658,-7.078129,-3.666456,-10.41107,-1.472836,-7.326879,-6.098958,-15.96163,-14.73329,-15.36975,-6.79826,-6.186252,-4.774473,-2.992539,-6.555723,-8.48154,-5.331093,-14.20642,-16.54955,-16.77262,0.3628067,-15.67972,-4.138978,-11.43754,-6.746243,-7.457342,-7.186438,-2.056485,-2.626429,-9.010627,0.2279181,-27.10555,-3.313308,-14.36738,-10.56438,-13.7604,-4.794997,-13.33342,-12.73402,-30.44861,-8.23333,-5.600787,-9.033707,-11.59665,-10.94117,-3.099981,-2.822765,0.0235667,-3.666006,-9.815758,-9.120193,-5.48309,-9.773988,15.69913,11.78053,2.693758,5.139099,6.671601,2.790277,Coffee County,Alabama
1033,Colbert County,AL,1033,1,-4.346656,-12.71847,-13.6103,-7.54418,-15.35865,-16.58537,-10.46959,-7.265106,-11.16036,-3.435023,-8.615215,-3.908152,-10.47037,-18.48789,-10.96149,-9.897076,-8.832125,-0.2165893,-13.64159,-9.158163,-6.803539,0.4977947,-8.667794,-5.542358,-8.954185,-2.469556,-11.60723,-8.172845,-6.249326,-5.080636,-3.18563,-8.48874,-0.787201,-6.716933,-9.466998,-13.29585,-12.76199,-12.97631,-6.320696,-5.652647,-4.58643,-2.020827,-6.040566,-10.60824,-4.595177,-13.85771,-15.66184,-15.88497,-1.750629,-14.14701,-2.346757,-8.694266,-6.745441,-4.496353,-6.586528,-1.214017,-0.8860576,-8.100229,0.2317072,-12.12414,-2.582116,-13.47219,-9.632671,-15.27444,-4.673209,-13.00882,-12.8644,-8.989776,-8.112357,-5.417896,-8.326303,-10.04727,-9.335421,-3.19004,-2.303887,0.4577107,-2.884984,-9.233366,-7.236328,-5.007393,-8.699174,8.011183,11.64763,0.7196228,4.609249,7.071998,4.397464,Colbert County,Alabama
1035,Conecuh County,AL,1035,4,-5.981634,-10.67437,-13.6103,-11.75798,-31.70556,-19.26609,-13.19936,-12.10197,-11.06292,-3.552387,-15.31289,-5.778438,-12.80151,-17.64183,-15.85341,-10.23189,-8.89013,-0.2167252,-27.31621,-9.685388,-9.127632,0.4997424,-10.52841,-4.766385,-11.34426,-2.605295,-14.40621,-9.654418,-7.335491,-8.482915,-5.325891,-8.241573,-1.949244,-9.439127,-13.39644,-17.73819,-16.51437,-16.17447,-8.75866,-8.127952,-5.738634,-4.833795,-6.219616,-12.5604,-7.049017,-15.52647,-15.96788,-18.54929,-3.529917,-15.44701,-4.559631,-19.65144,-7.529333,-6.999398,-7.190385,-2.627606,-4.220914,-11.37001,0.2229784,-27.10555,-3.93392,-16.15269,-12.40009,-18.50042,-5.489008,-10.90739,-13.65625,-12.73727,-8.488406,-7.636003,-10.5344,-11.06144,-10.87075,-5.270998,-3.448042,-1.324783,-4.003277,-10.82018,-10.92259,-10.55262,-11.94042,14.72082,11.62871,2.937922,4.904314,6.313002,2.451731,Conecuh County,Alabama
1037,Coosa County,AL,1037,4,-5.956985,-11.25686,-13.6103,-9.446945,-15.84547,-18.57115,-12.78516,-11.45305,-10.66417,-3.645252,-11.06214,-4.719108,-13.72498,-18.48789,-11.61754,-10.70111,-11.42816,-0.2167878,-14.12782,-9.513001,-8.769251,0.4975674,-9.969758,-8.597339,-10.7671,-2.658366,-14.08405,-9.200999,-6.888974,-7.722466,-4.683846,-11.64191,-1.562246,-9.123631,-12.83702,-13.87673,-15.81579,-16.41842,-8.082119,-7.692759,-6.023136,-4.08117,-6.387734,-11.204,-5.329211,-15.22673,-17.62227,-17.84519,-3.199208,-15.7766,-3.721885,-11.4283,-7.126709,-6.271572,-7.187074,-2.978646,-2.770168,-9.341541,0.2237341,-12.65558,-4.391006,-15.4573,-11.75135,-18.12282,-5.219257,-13.10866,-13.76355,-14.78067,-8.434129,-7.648375,-9.773225,-10.44489,-10.39186,-4.804784,-3.440773,-0.9385648,-3.498504,-10.32021,-10.42508,-9.94501,-11.18983,16.72971,12.19892,2.541952,4.981788,6.281281,1.682827,Coosa County,Alabama
1039,Covington County,AL,1039,3,-4.775755,-12.9124,-13.60492,-10.43763,-31.70556,-17.80825,-11.6856,-10.2983,-12.31834,-3.101911,-11.71096,-5.947586,-13.19077,-18.33378,-14.08867,-10.79035,-10.55602,-0.2167605,-27.31621,-10.08484,-8.154555,0.4969726,-10.25096,-10.84539,-10.10995,-2.626155,-11.50724,-8.908966,-7.285469,-7.824035,-4.179398,-10.91246,-1.732356,-7.903339,-6.998091,-16.29258,-15.06205,-13.23478,-7.484918,-7.095419,-4.91902,-3.295422,-6.46789,-11.14321,-6.090686,-14.64488,-16.81824,-17.10353,-2.482423,-15.32265,-4.768137,-23.30218,-7.369909,-7.451891,-7.189126,-2.506087,-3.167111,-9.798239,0.2266475,-27.10555,-3.13749,-14.69471,-10.87568,-16.54993,-4.776372,-13.82867,-13.01117,-16.73264,-8.346456,-5.821084,-9.300141,-11.46184,-10.85688,-4.154496,-3.01043,-0.2419863,-3.954596,-10.26331,-9.665009,-6.779946,-10.48432,13.53727,11.35042,2.842655,4.725102,6.503071,2.669428,Covington County,Alabama
1041,Crenshaw County,AL,1041,4,-5.9741,-11.21501,-13.60515,-10.97938,-31.70556,-19.16761,-13.20881,-11.97882,-10.79424,-3.747436,-14.96686,-5.573821,-10.68603,-18.48789,-15.7328,-10.98127,-9.84558,-0.2166917,-27.31621,-9.71608,-6.715943,0.4966916,-10.78422,-9.337814,-10.43179,-2.662213,-14.21863,-9.528534,-7.515442,-8.995893,-5.302736,-12.11175,-1.941586,-9.48462,-13.33632,-17.63192,-16.41278,-16.19753,-7.720271,-8.082517,-5.965631,-4.695244,-6.511102,-10.96923,-7.523173,-15.63092,-18.21958,-18.44289,-3.600492,-15.90698,-4.588098,-31.24294,-7.096154,-7.31485,-7.187463,-3.658366,-3.903325,-11.42279,0.2236817,-27.10555,-4.697422,-16.05426,-12.33918,-18.62048,-5.693654,-15.02987,-13.12128,-30.44861,-8.495607,-7.661598,-10.21843,-10.87412,-12.53663,-3.891797,-3.421567,-1.593372,-3.91987,-8.954516,-10.91454,-9.919894,-11.26922,15.63035,11.59735,2.640163,4.979117,6.443122,2.19685,Crenshaw County,Alabama
1043,Cullman County,AL,1043,3,-4.601494,-14.68281,-13.6103,-8.225077,-16.60822,-17.40156,-11.16643,-7.845195,-11.87266,-3.85618,-10.75961,-3.905156,-11.49631,-18.48789,-12.2295,-10.03556,-9.088505,-0.216716,-14.89067,-9.540369,-7.737998,0.4967864,-8.800589,-6.673456,-9.632833,-2.615526,-12.80457,-8.80404,-6.558791,-7.221917,-3.59279,-10.81565,-1.172106,-7.560736,-11.33708,-14.42608,-12.7053,-12.79617,-6.991374,-6.269988,-4.818901,-2.873358,-6.333404,-10.35783,-4.161921,-14.03396,-16.47011,-16.69321,-2.37928,-13.19252,-3.392627,-8.088144,-7.045042,-7.332585,-7.177192,-2.210561,-1.080847,-5.458981,0.2280766,-13.41843,-3.324054,-14.28806,-10.48741,-16.26952,-4.667553,-13.22482,-12.95565,-12.0521,-8.17443,-5.668156,-8.813172,-9.207751,-10.49881,-2.760428,-2.991248,0.0393315,-3.168917,-9.990254,-7.570905,-5.783995,-9.087554,14.6002,12.715,1.989746,4.430557,6.433411,2.376254,Cullman County,Alabama
1045,Dale County,AL,1045,2,-4.663893,-8.533357,-13.5363,-8.94723,-19.73318,-17.31806,-11.03498,-10.07199,-8.213098,-3.319572,-13.86193,-5.970733,-9.839288,-18.48789,-13.15324,-10.91498,-9.932751,-0.2166518,-18.7085,-10.06483,-5.999638,0.4972915,-9.332818,-7.637102,-7.222411,-2.54306,-12.59379,-8.29084,-6.773114,-7.359094,-3.752685,-9.203269,-1.234906,-7.423693,-6.463953,-15.73513,-14.57087,-12.22866,-6.923952,-6.583363,-4.873384,-2.964185,-6.41139,-11.17399,-3.675987,-14.37419,-16.38801,-15.14496,-1.418078,-14.28337,-4.08703,-8.67182,-6.142746,-7.314779,-7.187748,-2.279007,-2.223198,-8.283586,0.2278243,-17.2364,-2.889807,-14.2045,-10.39476,-11.08469,-4.935383,-13.52332,-12.58982,-14.37353,-8.280504,-5.720029,-8.358665,-11.75737,-11.17381,-2.200932,-2.951229,0.203677,-3.855654,-9.83047,-9.123748,-6.060768,-9.331712,16.85907,12.0482,2.777889,5.136186,6.872555,3.090812,Dale County,Alabama
1047,Dallas County,AL,1047,2,-4.354338,-5.859048,-13.6103,-6.883706,-19.27405,-17.10497,-10.68524,-10.00992,-8.924473,-3.517574,-15.87785,-5.086023,-10.94775,-18.45701,-13.51761,-9.415852,-9.792395,-0.2165034,-17.55634,-9.859794,-7.330154,0.4992387,-9.817396,-7.859935,-9.307288,-2.598361,-12.66622,-9.046518,-5.493533,-7.284596,-3.564194,-9.72682,-1.581082,-6.931622,-11.25853,-15.43604,-14.36176,-15.19171,-5.714435,-5.69375,-4.407104,-2.638103,-6.180034,-10.31689,-5.593701,-14.23748,-16.18362,-16.40674,-2.635468,-15.89754,-2.688613,-14.85664,-6.890336,-6.627907,-7.178781,-1.539239,-2.031581,-8.781244,0.2403276,-16.08415,-3.31617,-13.9914,-10.13634,-15.61125,-5.26798,-10.19718,-12.7408,-16.59519,-8.242775,-5.423176,-8.886398,-10.39878,-8.533185,-3.754045,-2.987964,-0.2141483,-3.380888,-7.057282,-8.739211,-5.029668,-9.595564,12.18844,11.84028,2.450176,4.910743,6.294759,1.697272,Dallas County,Alabama
